model,top1,top1_err,top5,top5_err,param_count,img_size,crop_pct,interpolation,top1_diff,top5_diff,rank_diff
beit_large_patch16_384.in22k_ft_in22k_in1k,56.879,43.121,79.221,20.779,305.00,384,1.0,bicubic,-31.523,-19.387,-24
beit_large_patch16_512.in22k_ft_in22k_in1k,56.757,43.243,78.911,21.089,305.67,512,1.0,bicubic,-31.839,-19.745,-30
maxvit_rmlp_base_rw_384.sw_in12k_ft_in1k,56.327,43.673,77.305,22.695,116.14,384,1.0,bicubic,-31.502,-21.067,-4
maxvit_xlarge_tf_384.in21k_ft_in1k,56.212,43.788,78.742,21.258,475.32,384,1.0,bicubic,-32.101,-19.802,-26
maxvit_xlarge_tf_512.in21k_ft_in1k,56.156,43.844,78.636,21.364,475.77,512,1.0,bicubic,-32.382,-20.008,-31
maxvit_base_tf_512.in21k_ft_in1k,56.083,43.917,78.606,21.394,119.88,512,1.0,bicubic,-32.137,-19.924,-20
deit3_huge_patch14_224.fb_in22k_ft_in1k,55.767,44.233,77.626,22.374,632.13,224,1.0,bicubic,-31.42,-20.634,12
maxvit_base_tf_384.in21k_ft_in1k,55.639,44.361,78.078,21.922,119.65,384,1.0,bicubic,-32.283,-20.466,-14
vit_base_patch16_clip_224.laion2b_ft_in1k,55.405,44.595,79.05,20.95,86.57,224,1.0,bicubic,-30.065,-18.525,111
maxvit_large_tf_512.in21k_ft_in1k,55.171,44.829,77.276,22.724,212.33,512,1.0,bicubic,-33.053,-21.322,-27
maxvit_large_tf_384.in21k_ft_in1k,55.077,44.923,77.142,22.858,212.03,384,1.0,bicubic,-32.909,-21.426,-22
beit_large_patch16_224.in22k_ft_in22k_in1k,54.965,45.035,77.608,22.392,304.43,224,0.9,bicubic,-32.513,-20.696,-8
convnext_xlarge.fb_in22k_ft_in1k_384,54.961,45.039,76.824,23.176,350.20,384,1.0,bicubic,-32.791,-21.732,-15
deit3_large_patch16_384.fb_in22k_ft_in1k,54.886,45.114,77.372,22.628,304.76,384,1.0,bicubic,-32.834,-21.14,-16
maxxvitv2_rmlp_base_rw_384.sw_in12k_ft_in1k,54.747,45.253,76.848,23.152,116.09,384,1.0,bicubic,-32.717,-21.526,-10
caformer_b36.sail_in22k_ft_in1k_384,54.44,45.56,76.83,23.17,98.75,384,1.0,bicubic,-33.618,-21.752,-29
deit3_large_patch16_224.fb_in22k_ft_in1k,54.359,45.641,76.563,23.437,304.37,224,1.0,bicubic,-32.623,-21.673,9
beitv2_large_patch16_224.in1k_ft_in1k,54.161,45.839,75.562,24.438,304.43,224,0.95,bicubic,-33.251,-22.671,-9
maxvit_rmlp_base_rw_224.sw_in12k_ft_in1k,53.731,46.269,75.14,24.86,116.14,224,0.95,bicubic,-33.163,-22.874,9
vit_base_patch16_clip_384.laion2b_ft_in12k_in1k,53.493,46.507,75.653,24.347,86.86,384,1.0,bicubic,-33.713,-22.381,-7
vit_base_patch16_clip_384.openai_ft_in1k,53.074,46.926,76.655,23.345,86.86,384,1.0,bicubic,-33.132,-21.221,44
convformer_b36.sail_in22k_ft_in1k_384,52.874,47.126,74.979,25.021,99.88,384,1.0,bicubic,-34.728,-23.455,-26
convnext_large.fb_in22k_ft_in1k_384,52.774,47.226,74.7,25.3,197.77,384,1.0,bicubic,-34.698,-23.686,-23
vit_large_patch16_384.augreg_in21k_ft_in1k,52.76,47.24,74.706,25.294,304.72,384,1.0,bicubic,-34.324,-23.596,-8
caformer_b36.sail_in22k_ft_in1k,52.756,47.244,75.309,24.691,98.75,224,1.0,bicubic,-34.664,-23.019,-21
convformer_b36.sail_in22k_ft_in1k,52.746,47.254,74.896,25.104,99.88,224,1.0,bicubic,-34.252,-23.276,-6
coatnet_rmlp_2_rw_384.sw_in12k_ft_in1k,52.389,47.611,73.802,26.198,73.88,384,1.0,bicubic,-34.994,-24.51,-21
convnext_xlarge.fb_in22k_ft_in1k,52.216,47.784,73.955,26.045,350.20,288,1.0,bicubic,-35.114,-24.373,-21
vit_large_r50_s32_384.augreg_in21k_ft_in1k,52.041,47.959,73.57,26.43,329.09,384,1.0,bicubic,-34.141,-24.352,35
vit_large_patch16_224.augreg_in21k_ft_in1k,51.819,48.181,73.69,26.31,304.33,224,0.9,bicubic,-34.017,-23.974,57
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,51.785,48.215,74.637,25.363,86.57,224,0.95,bicubic,-34.385,-23.119,34
convnext_base.fb_in22k_ft_in1k_384,51.565,48.435,74.543,25.457,88.59,384,1.0,bicubic,-35.231,-23.721,-1
tf_efficientnet_l2.ns_jft_in1k_475,51.496,48.504,73.931,26.069,480.31,475,0.936,bicubic,-36.738,-24.615,-58
maxxvitv2_rmlp_base_rw_224.sw_in12k_ft_in1k,51.19,48.81,73.126,26.874,116.09,224,0.95,bicubic,-35.452,-24.894,2
vit_base_patch16_clip_384.openai_ft_in12k_in1k,51.153,48.847,74.323,25.677,86.86,384,0.95,bicubic,-35.873,-23.859,-17
caformer_m36.sail_in22k_ft_in1k_384,51.048,48.952,73.442,26.558,56.20,384,1.0,bicubic,-36.398,-24.866,-34
vit_base_patch16_clip_224.openai_ft_in1k,50.936,49.064,74.841,25.159,86.57,224,0.9,bicubic,-34.356,-22.595,88
convnext_large.fb_in22k_ft_in1k,49.999,50.001,72.267,27.733,197.77,288,1.0,bicubic,-37.027,-25.937,-27
tf_efficientnetv2_xl.in21k_ft_in1k,49.722,50.278,72.124,27.876,208.12,512,1.0,bicubic,-37.026,-25.89,-12
vit_base_patch16_clip_224.openai_ft_in12k_in1k,49.7,50.3,72.868,27.132,86.57,224,0.95,bicubic,-36.242,-24.86,37
caformer_m36.sail_in22k_ft_in1k,49.7,50.3,72.141,27.859,56.20,224,1.0,bicubic,-36.894,-25.883,-7
beitv2_base_patch16_224.in1k_ft_in22k_in1k,49.516,50.484,72.391,27.609,86.53,224,0.9,bicubic,-36.958,-25.661,-1
coatnet_rmlp_2_rw_224.sw_in12k_ft_in1k,49.394,50.606,70.848,29.152,73.88,224,0.95,bicubic,-37.11,-27.046,-7
convformer_m36.sail_in22k_ft_in1k_384,49.132,50.868,71.387,28.613,57.05,384,1.0,bicubic,-37.76,-26.729,-27
convformer_m36.sail_in22k_ft_in1k,49.091,50.909,71.471,28.529,57.05,224,1.0,bicubic,-37.057,-26.379,15
vit_base_patch32_clip_224.laion2b_ft_in1k,49.062,50.938,72.584,27.416,88.22,224,0.9,bicubic,-33.52,-23.617,350
convnext_base.fb_in22k_ft_in1k,48.938,51.062,71.748,28.252,88.59,288,1.0,bicubic,-37.336,-26.344,2
tf_efficientnetv2_l.in21k_ft_in1k,48.739,51.261,71.992,28.008,118.52,480,1.0,bicubic,-38.063,-26.144,-29
coatnet_2_rw_224.sw_in12k_ft_in1k,48.678,51.322,70.123,29.877,73.87,224,0.95,bicubic,-37.885,-27.773,-18
beit_base_patch16_384.in22k_ft_in22k_in1k,48.669,51.331,72.102,27.898,86.74,384,1.0,bicubic,-38.131,-26.034,-30
caformer_s36.sail_in22k_ft_in1k_384,48.486,51.514,71.518,28.482,39.30,384,1.0,bicubic,-38.372,-26.694,-36
maxvit_base_tf_512.in1k,48.24,51.76,70.793,29.207,119.88,512,1.0,bicubic,-38.362,-27.125,-25
vit_large_r50_s32_224.augreg_in21k_ft_in1k,48.185,51.815,70.866,29.134,328.99,224,0.9,bicubic,-36.233,-26.306,144
vit_base_patch32_clip_384.laion2b_ft_in12k_in1k,47.934,52.066,70.923,29.077,88.30,384,1.0,bicubic,-37.432,-26.737,58
tf_efficientnet_b7.ns_jft_in1k,47.798,52.202,69.638,30.362,66.35,600,0.949,bicubic,-39.042,-28.454,-39
tf_efficientnet_b6.ns_jft_in1k,47.761,52.239,69.956,30.044,43.04,528,0.942,bicubic,-38.697,-27.934,-17
vit_base_patch8_224.augreg_in21k_ft_in1k,47.727,52.273,70.933,29.067,86.58,224,0.9,bicubic,-38.071,-26.857,23
deit3_base_patch16_384.fb_in22k_ft_in1k,47.676,52.324,69.752,30.248,86.88,384,1.0,bicubic,-39.064,-28.364,-35
vit_base_patch32_clip_448.laion2b_ft_in12k_in1k,47.57,52.43,70.047,29.953,88.34,448,1.0,bicubic,-38.21,-27.591,22
vit_base_patch8_224.augreg2_in21k_ft_in1k,47.507,52.493,70.326,29.674,86.58,224,0.9,bicubic,-38.711,-27.506,-11
tf_efficientnetv2_m.in21k_ft_in1k,47.456,52.544,70.945,29.055,54.14,480,1.0,bicubic,-38.536,-26.999,7
deit3_base_patch16_224.fb_in22k_ft_in1k,47.378,52.622,69.769,30.23,86.59,224,1.0,bicubic,-38.322,-27.977,25
tiny_vit_21m_512.dist_in22k_ft_in1k,47.254,52.746,70.062,29.938,21.27,512,1.0,bicubic,-39.204,-27.822,-26
convformer_s36.sail_in22k_ft_in1k_384,47.152,52.848,69.498,30.502,40.01,384,1.0,bicubic,-39.226,-28.486,-23
maxvit_large_tf_512.in1k,47.022,52.978,69.506,30.494,212.33,512,1.0,bicubic,-39.504,-28.374,-35
convnext_small.fb_in22k_ft_in1k_384,46.882,53.118,69.528,30.472,50.22,384,1.0,bicubic,-38.896,-28.362,16
convformer_s36.sail_in22k_ft_in1k,46.863,53.137,69.528,30.472,40.01,224,1.0,bicubic,-38.551,-28.04,37
caformer_s36.sail_in22k_ft_in1k,46.708,53.292,69.744,30.256,39.30,224,1.0,bicubic,-39.083,-28.082,11
tiny_vit_21m_384.dist_in22k_ft_in1k,46.256,53.744,69.231,30.769,21.23,384,1.0,bicubic,-39.852,-28.479,-12
beit_base_patch16_224.in22k_ft_in22k_in1k,46.254,53.746,69.885,30.115,86.53,224,0.9,bicubic,-38.958,-27.773,52
vit_base_patch32_clip_384.openai_ft_in12k_in1k,46.234,53.766,69.288,30.712,88.30,384,0.95,bicubic,-38.98,-28.116,49
maxvit_base_tf_384.in1k,46.234,53.766,68.531,31.468,119.65,384,1.0,bicubic,-40.068,-29.267,-27
beitv2_base_patch16_224.in1k_ft_in1k,46.002,53.998,67.859,32.141,86.53,224,0.9,bicubic,-39.592,-29.647,17
vit_base_patch16_384.augreg_in21k_ft_in1k,45.894,54.106,68.557,31.443,86.86,384,1.0,bicubic,-40.1,-29.445,-9
tf_efficientnet_b8.ap_in1k,45.78,54.22,67.907,32.093,87.41,672,0.954,bicubic,-39.584,-29.385,34
maxvit_large_tf_384.in1k,45.76,54.24,68.16,31.84,212.03,384,1.0,bicubic,-40.47,-29.528,-31
vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,45.758,54.242,68.881,31.119,88.22,224,0.9,bicubic,-37.538,-27.647,236
convnext_small.in12k_ft_in1k_384,45.721,54.279,67.818,32.182,50.22,384,1.0,bicubic,-40.461,-30.104,-30
tf_efficientnet_b5.ns_jft_in1k,45.611,54.389,67.85,32.15,30.39,456,0.934,bicubic,-40.477,-29.906,-22
mvitv2_large.fb_in1k,45.277,54.723,65.183,34.817,217.99,224,0.9,bicubic,-39.967,-32.031,35
vit_base_patch16_224.augreg2_in21k_ft_in1k,45.114,54.886,67.394,32.606,86.57,224,0.9,bicubic,-39.98,-30.136,50
vit_base_patch32_clip_224.openai_ft_in1k,45.031,54.969,68.453,31.547,88.22,224,0.9,bicubic,-36.899,-27.513,388
tiny_vit_21m_224.dist_in22k_ft_in1k,44.851,55.149,67.59,32.41,21.20,224,0.95,bicubic,-40.235,-29.776,50
cait_m48_448.fb_dist_in1k,44.212,55.788,64.674,35.326,356.46,448,1.0,bicubic,-42.28,-33.078,-58
deit3_large_patch16_384.fb_in1k,44.182,55.818,64.845,35.155,304.76,384,1.0,bicubic,-41.63,-32.753,-15
eva02_small_patch14_336.mim_in22k_ft_in1k,43.96,56.04,65.942,34.058,22.13,336,1.0,bicubic,-41.758,-31.692,-9
deit3_huge_patch14_224.fb_in1k,43.807,56.193,64.35,35.65,632.13,224,0.9,bicubic,-41.417,-33.01,25
convnext_small.fb_in22k_ft_in1k,43.62,56.38,66.464,33.536,50.22,288,1.0,bicubic,-41.642,-31.218,20
deit3_large_patch16_224.fb_in1k,43.516,56.484,63.572,36.428,304.37,224,0.9,bicubic,-41.258,-33.464,63
vit_base_r50_s16_384.orig_in21k_ft_in1k,43.501,56.499,66.781,33.219,98.95,384,1.0,bicubic,-41.475,-30.509,47
tf_efficientnet_b4.ns_jft_in1k,43.447,56.553,65.513,34.487,19.34,380,0.922,bicubic,-41.712,-31.955,28
deit3_medium_patch16_224.fb_in22k_ft_in1k,43.276,56.724,64.888,35.112,38.85,224,1.0,bicubic,-41.273,-32.3,72
vit_base_patch16_224.augreg_in21k_ft_in1k,43.221,56.779,65.722,34.279,86.57,224,0.9,bicubic,-41.31,-31.572,73
efficientnet_b5.sw_in12k_ft_in1k,42.872,57.128,65.415,34.585,30.39,448,1.0,bicubic,-43.024,-32.321,-32
maxvit_small_tf_512.in1k,42.681,57.319,64.537,35.464,69.13,512,1.0,bicubic,-43.403,-33.227,-48
convnext_small.in12k_ft_in1k,42.669,57.331,64.342,35.658,50.22,288,1.0,bicubic,-42.661,-33.204,3
tf_efficientnet_b8.ra_in1k,42.498,57.502,64.873,35.127,87.41,672,0.954,bicubic,-42.87,-32.521,-2
caformer_b36.sail_in1k,42.465,57.535,62.849,37.151,98.75,224,1.0,bicubic,-43.039,-34.461,-15
caformer_b36.sail_in1k_384,42.457,57.543,62.856,37.144,98.75,384,1.0,bicubic,-43.951,-34.958,-74
maxvit_large_tf_224.in1k,42.414,57.586,63.399,36.601,211.79,224,0.95,bicubic,-42.528,-33.571,33
cait_m36_384.fb_dist_in1k,42.41,57.59,63.324,36.676,271.22,384,1.0,bicubic,-43.648,-34.406,-53
caformer_s18.sail_in22k_ft_in1k_384,42.054,57.946,64.774,35.226,26.34,384,1.0,bicubic,-43.36,-32.928,-14
deit3_small_patch16_384.fb_in22k_ft_in1k,41.954,58.046,64.564,35.436,22.21,384,1.0,bicubic,-42.87,-32.922,38
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,41.891,58.109,63.701,36.299,39.03,384,0.95,bicubic,-43.639,-33.935,-23
maxvit_tiny_tf_512.in1k,41.842,58.158,63.576,36.424,31.05,512,1.0,bicubic,-43.822,-34.008,-32
caformer_s36.sail_in1k_384,41.738,58.262,62.762,37.238,39.30,384,1.0,bicubic,-44.004,-34.91,-38
convformer_s18.sail_in22k_ft_in1k_384,41.573,58.427,63.348,36.652,26.77,384,1.0,bicubic,-43.425,-34.222,21
caformer_m36.sail_in1k_384,41.498,58.502,61.524,38.476,56.20,384,1.0,bicubic,-44.668,-36.296,-72
coatnet_rmlp_1_rw2_224.sw_in12k_ft_in1k,41.486,58.514,61.485,38.515,41.72,224,0.95,bicubic,-43.424,-35.473,25
tf_efficientnet_b7.ra_in1k,41.437,58.563,63.027,36.973,66.35,600,0.949,bicubic,-43.495,-34.181,21
tf_efficientnet_b7.ap_in1k,41.433,58.567,62.88,37.12,66.35,600,0.949,bicubic,-43.691,-34.372,1
tf_efficientnet_b5.ap_in1k,41.418,58.582,62.074,37.926,30.39,456,0.934,bicubic,-42.84,-34.9,79
dm_nfnet_f3.dm_in1k,41.323,58.677,62.11,37.89,254.92,416,0.94,bicubic,-44.363,-35.46,-44
dm_nfnet_f5.dm_in1k,41.29,58.71,62.013,37.987,377.21,544,0.954,bicubic,-44.81,-35.675,-75
caformer_s18.sail_in22k_ft_in1k,41.217,58.783,63.831,36.169,26.34,224,1.0,bicubic,-42.857,-33.367,92
dm_nfnet_f6.dm_in1k,41.17,58.83,62.843,37.157,438.36,576,0.956,bicubic,-45.192,-35.053,-93
convnext_tiny.in12k_ft_in1k_384,41.113,58.887,62.825,37.175,28.59,384,1.0,bicubic,-44.009,-34.781,-6
tf_efficientnet_b6.ap_in1k,41.095,58.905,62.365,37.635,43.04,528,0.942,bicubic,-43.693,-34.773,22
tf_efficientnetv2_l.in1k,40.928,59.072,62.011,37.989,118.52,480,1.0,bicubic,-44.736,-35.463,-51
tf_efficientnetv2_s.in21k_ft_in1k,40.922,59.078,63.849,36.151,21.46,384,1.0,bicubic,-43.364,-33.403,64
maxvit_small_tf_384.in1k,40.844,59.156,61.972,38.028,69.02,384,1.0,bicubic,-44.696,-35.49,-47
edgenext_base.in21k_ft_in1k,40.836,59.164,61.776,38.224,18.51,320,1.0,bicubic,-43.218,-35.42,86
maxvit_base_tf_224.in1k,40.789,59.211,61.196,38.804,119.47,224,0.95,bicubic,-44.071,-35.792,10
vit_small_r26_s32_384.augreg_in21k_ft_in1k,40.474,59.526,62.731,37.269,36.47,384,1.0,bicubic,-43.574,-34.597,85
tf_efficientnet_b4.ap_in1k,40.474,59.526,61.713,38.287,19.34,380,0.922,bicubic,-42.776,-34.683,171
deit3_base_patch16_224.fb_in1k,40.382,59.618,60.164,39.836,86.59,224,0.9,bicubic,-43.404,-36.422,110
inception_next_base.sail_in1k_384,40.333,59.667,60.781,39.219,86.67,384,1.0,bicubic,-44.869,-36.633,-25
convformer_s18.sail_in22k_ft_in1k,40.301,59.699,61.719,38.281,26.77,224,1.0,bicubic,-43.437,-35.329,117
vit_medium_patch16_gap_256.sw_in12k_ft_in1k,40.278,59.722,61.664,38.336,38.86,256,0.95,bicubic,-44.168,-35.546,36
flexivit_large.600ep_in1k,40.268,59.732,60.365,39.635,304.36,240,0.95,bicubic,-45.272,-37.123,-58
vit_base_patch16_224_miil.in21k_ft_in1k,40.164,59.836,60.883,39.117,86.54,224,0.875,bilinear,-44.102,-35.921,54
deit3_small_patch16_224.fb_in22k_ft_in1k,40.152,59.848,61.864,38.136,22.06,224,1.0,bicubic,-42.924,-34.912,183
regnetz_e8.ra3_in1k,40.136,59.864,61.316,38.684,57.70,320,1.0,bicubic,-44.898,-35.956,-14
maxvit_rmlp_small_rw_224.sw_in1k,40.105,59.895,59.514,40.486,64.90,224,0.9,bicubic,-44.387,-37.496,26
flexivit_large.1200ep_in1k,40.097,59.903,60.65,39.35,304.36,240,0.95,bicubic,-45.547,-36.89,-67
flexivit_large.300ep_in1k,39.991,60.009,59.987,40.013,304.36,240,0.95,bicubic,-45.297,-37.413,-45
maxvit_tiny_tf_384.in1k,39.971,60.029,60.909,39.091,30.98,384,1.0,bicubic,-45.129,-36.469,-28
dm_nfnet_f4.dm_in1k,39.926,60.074,60.449,39.551,316.07,512,0.951,bicubic,-45.91,-37.369,-87
convnext_tiny.fb_in22k_ft_in1k_384,39.787,60.213,61.536,38.464,28.59,384,1.0,bicubic,-44.301,-35.608,61
cait_s36_384.fb_dist_in1k,39.767,60.233,60.469,39.531,68.37,384,1.0,bicubic,-45.687,-37.009,-65
efficientnetv2_rw_m.agc_in1k,39.675,60.325,59.679,40.321,53.24,416,1.0,bicubic,-45.135,-37.473,-10
xception65.ra3_in1k,39.623,60.377,60.919,39.081,39.92,299,0.94,bicubic,-43.557,-35.673,153
tf_efficientnet_b3.ns_jft_in1k,39.586,60.414,61.475,38.525,12.23,300,0.904,bicubic,-44.466,-35.443,60
caformer_m36.sail_in1k,39.576,60.424,58.692,41.308,56.20,224,1.0,bicubic,-45.656,-38.508,-53
convformer_b36.sail_in1k,39.525,60.475,58.081,41.919,99.88,224,1.0,bicubic,-45.293,-38.865,-16
caformer_s36.sail_in1k,39.519,60.481,59.76,40.24,39.30,224,1.0,bicubic,-44.987,-37.236,5
convnext_large.fb_in1k,39.46,60.54,59.188,40.812,197.77,288,1.0,bicubic,-45.386,-38.026,-21
deit3_base_patch16_384.fb_in1k,39.409,60.591,58.93,41.07,86.88,384,1.0,bicubic,-45.665,-38.344,-38
inception_next_base.sail_in1k,39.295,60.705,59.245,40.755,86.67,224,0.95,bicubic,-44.797,-37.551,45
convformer_m36.sail_in1k,39.234,60.766,57.631,42.369,57.05,224,1.0,bicubic,-45.26,-39.235,-1
tiny_vit_11m_224.dist_in22k_ft_in1k,39.124,60.876,61.035,38.965,11.00,224,0.95,bicubic,-44.104,-35.595,135
efficientnet_b4.ra2_in1k,39.087,60.913,59.618,40.382,19.34,384,1.0,bicubic,-44.327,-36.98,115
convformer_b36.sail_in1k_384,38.93,61.07,58.413,41.587,99.88,384,1.0,bicubic,-46.81,-39.111,-105
convnext_tiny.in12k_ft_in1k,38.912,61.088,59.862,40.138,28.59,288,1.0,bicubic,-45.538,-37.478,-5
maxvit_small_tf_224.in1k,38.871,61.129,59.162,40.838,68.93,224,0.95,bicubic,-45.555,-37.662,3
coatnet_rmlp_2_rw_224.sw_in1k,38.869,61.131,58.018,41.982,73.88,224,0.95,bicubic,-45.739,-38.722,-24
vit_base_patch32_384.augreg_in21k_ft_in1k,38.796,61.204,60.329,39.671,88.30,384,1.0,bicubic,-44.556,-36.511,115
tf_efficientnetv2_m.in1k,38.714,61.286,59.791,40.209,54.14,480,1.0,bicubic,-46.49,-37.573,-71
efficientvit_b3.r288_in1k,38.659,61.341,58.364,41.636,48.65,288,1.0,bicubic,-45.495,-38.372,25
davit_small.msft_in1k,38.631,61.369,58.203,41.797,49.75,224,0.95,bicubic,-45.621,-38.737,12
efficientvit_b3.r256_in1k,38.621,61.379,58.641,41.359,48.65,256,1.0,bicubic,-45.181,-37.875,59
mvitv2_small.fb_in1k,38.578,61.422,58.13,41.87,34.87,224,0.9,bicubic,-45.192,-38.446,61
convformer_m36.sail_in1k_384,38.531,61.469,57.736,42.264,57.05,384,1.0,bicubic,-47.049,-39.806,-109
davit_base.msft_in1k,38.49,61.51,57.535,42.465,87.95,224,0.95,bicubic,-46.152,-39.485,-37
mvitv2_base.fb_in1k,38.458,61.542,57.934,42.066,51.47,224,0.9,bicubic,-45.992,-38.924,-18
convformer_s36.sail_in1k,38.405,61.595,57.71,42.29,40.01,224,1.0,bicubic,-45.655,-39.036,22
tf_efficientnet_b5.ra_in1k,38.331,61.669,59.928,40.072,30.39,456,0.934,bicubic,-45.483,-36.823,46
fastvit_ma36.apple_dist_in1k,38.323,61.677,58.461,41.539,44.07,256,0.95,bicubic,-46.275,-38.541,-39
deit_base_distilled_patch16_384.fb_in1k,38.244,61.756,57.785,42.215,87.63,384,1.0,bicubic,-47.18,-39.621,-108
vit_base_patch16_384.orig_in21k_ft_in1k,38.105,61.895,60.426,39.574,86.86,384,1.0,bicubic,-46.096,-36.792,4
repvit_m2_3.dist_450e_in1k,37.996,62.004,58.154,41.846,23.69,224,0.95,bicubic,-45.746,-38.49,51
pvt_v2_b4.in1k,37.953,62.047,58.217,41.783,62.56,224,0.9,bicubic,-45.759,-38.453,55
cait_s24_384.fb_dist_in1k,37.879,62.121,58.069,41.931,47.06,384,1.0,bicubic,-47.169,-39.277,-77
convformer_s36.sail_in1k_384,37.812,62.188,57.488,42.512,40.01,384,1.0,bicubic,-47.566,-39.988,-112
deit3_medium_patch16_224.fb_in1k,37.709,62.291,57.087,42.913,38.85,224,0.9,bicubic,-45.377,-39.207,114
