model,top1,top1_err,top5,top5_err,param_count,img_size,crop_pct,interpolation,top1_diff,top5_diff,rank_diff
deit3_large_patch16_384.fb_in22k_ft_in1k,79.187,20.813,93.613,6.387,304.76,384,1.0,bicubic,-19.273,-6.147,4
beit_large_patch16_384.in22k_ft_in22k_in1k,79.107,20.893,94.267,5.733,305.00,384,1.0,bicubic,-19.413,-5.553,-3
caformer_b36.sail_in22k_ft_in1k_384,78.36,21.64,93.467,6.533,98.75,384,1.0,bicubic,-20.08,-6.333,6
maxvit_large_tf_384.in21k_ft_in1k,78.013,21.987,93.267,6.733,212.03,384,1.0,bicubic,-20.477,-6.483,-1
eva02_base_patch14_448.mim_in22k_ft_in1k,77.547,22.453,93.12,6.88,87.12,448,1.0,bicubic,-20.893,-6.68,3
vit_large_patch14_clip_336.openai_ft_in12k_in1k,77.333,22.667,93.627,6.373,304.53,336,1.0,bicubic,-20.927,-6.143,16
eva02_base_patch14_448.mim_in22k_ft_in22k_in1k,76.893,23.107,92.693,7.307,87.12,448,1.0,bicubic,-21.747,-7.107,-17
maxvit_base_tf_384.in21k_ft_in1k,76.853,23.147,92.6,7.4,119.65,384,1.0,bicubic,-21.667,-7.15,-9
beitv2_large_patch16_224.in1k_ft_in22k_in1k,76.773,23.227,93.173,6.827,304.43,224,0.95,bicubic,-21.767,-6.587,-12
eva_large_patch14_196.in22k_ft_in22k_in1k,75.507,24.493,91.76,8.24,304.14,196,1.0,bicubic,-22.913,-8.05,2
maxvit_rmlp_base_rw_384.sw_in12k_ft_in1k,74.253,25.747,90.827,9.173,116.14,384,1.0,bicubic,-23.917,-8.933,19
vit_huge_patch14_clip_336.laion2b_ft_in12k_in1k,74.24,25.76,92.253,7.747,632.46,336,1.0,bicubic,-24.18,-7.517,-2
eva_large_patch14_196.in22k_ft_in1k,73.16,26.84,91.413,8.587,304.14,196,1.0,bicubic,-25.2,-8.407,-2
caformer_m36.sail_in22k_ft_in1k_384,72.987,27.013,90.6,9.4,56.20,384,1.0,bicubic,-25.163,-9.15,18
vit_large_patch14_clip_224.openai_ft_in12k_in1k,72.293,27.707,90.88,9.12,304.20,224,1.0,bicubic,-25.927,-8.84,7
vit_large_patch14_clip_224.openai_ft_in1k,71.813,28.187,91.453,8.547,304.20,224,1.0,bicubic,-26.347,-8.207,14
vit_large_patch14_clip_336.laion2b_ft_in12k_in1k,71.8,28.2,90.227,9.773,304.53,336,1.0,bicubic,-26.54,-9.533,-5
convformer_b36.sail_in22k_ft_in1k_384,71.547,28.453,90.24,9.76,99.88,384,1.0,bicubic,-26.713,-9.59,-3
vit_large_patch16_384.augreg_in21k_ft_in1k,71.227,28.773,89.773,10.227,304.72,384,1.0,bicubic,-26.993,-9.947,1
deit3_base_patch16_384.fb_in22k_ft_in1k,71.2,28.8,89.933,10.067,86.88,384,1.0,bicubic,-26.64,-9.737,43
convnext_large_mlp.clip_laion2b_soup_ft_in12k_in1k_384,70.72,29.28,90.547,9.453,200.13,384,1.0,bicubic,-27.76,-9.233,-23
vit_huge_patch14_clip_224.laion2b_ft_in12k_in1k,70.68,29.32,90.4,9.6,632.05,224,1.0,bicubic,-27.62,-9.36,-10
coatnet_rmlp_2_rw_384.sw_in12k_ft_in1k,70.6,29.4,89.227,10.773,73.88,384,1.0,bicubic,-27.47,-10.493,15
caformer_s36.sail_in22k_ft_in1k_384,70.347,29.653,90.067,9.933,39.30,384,1.0,bicubic,-27.623,-9.653,22
deit3_huge_patch14_224.fb_in22k_ft_in1k,70.253,29.747,90.707,9.293,632.13,224,1.0,bicubic,-27.917,-9.053,2
convnext_large_mlp.clip_laion2b_soup_ft_in12k_in1k_320,69.88,30.12,90.493,9.507,200.13,320,1.0,bicubic,-28.4,-9.277,-13
convnext_xlarge.fb_in22k_ft_in1k_384,69.32,30.68,89.307,10.693,350.20,384,1.0,bicubic,-29.1,-10.503,-24
caformer_b36.sail_in22k_ft_in1k,69.133,30.867,89.6,10.4,98.75,224,1.0,bicubic,-29.027,-10.18,-2
maxxvitv2_rmlp_base_rw_384.sw_in12k_ft_in1k,69.067,30.933,89.88,10.12,116.09,384,1.0,bicubic,-29.193,-9.9,-16
deit3_large_patch16_224.fb_in22k_ft_in1k,68.693,31.307,89.973,10.027,304.37,224,1.0,bicubic,-29.477,-9.757,-7
beit_large_patch16_224.in22k_ft_in22k_in1k,68.467,31.533,89.573,10.427,304.43,224,0.9,bicubic,-29.713,-10.187,-10
maxvit_base_tf_512.in1k,67.933,32.067,88.493,11.507,119.88,512,1.0,bicubic,-29.797,-11.117,40
maxvit_large_tf_512.in1k,67.88,32.12,87.653,12.347,212.33,512,1.0,bicubic,-29.95,-11.907,26
tf_efficientnetv2_xl.in21k_ft_in1k,67.787,32.213,87.347,12.653,208.12,512,1.0,bicubic,-30.113,-12.223,15
beitv2_large_patch16_224.in1k_ft_in1k,67.64,32.36,88.667,11.333,304.43,224,0.95,bicubic,-30.27,-10.993,10
vit_large_patch14_clip_336.laion2b_ft_in1k,67.08,32.92,89.493,10.507,304.53,336,1.0,bicubic,-31.14,-10.307,-22
tf_efficientnet_b7.ns_jft_in1k,67.027,32.973,88.667,11.333,66.35,600,0.949,bicubic,-30.893,-11.053,6
vit_large_patch14_clip_224.laion2b_ft_in12k_in1k,67.0,33.0,87.96,12.04,304.20,224,1.0,bicubic,-31.08,-11.69,-9
convnext_xlarge.fb_in22k_ft_in1k,66.96,33.04,88.947,11.053,350.20,288,1.0,bicubic,-31.15,-10.833,-12
convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384,66.88,33.12,89.28,10.72,200.13,384,1.0,bicubic,-31.37,-10.48,-30
convformer_m36.sail_in22k_ft_in1k_384,66.853,33.147,87.8,12.2,57.05,384,1.0,bicubic,-31.187,-11.95,-5
beit_base_patch16_384.in22k_ft_in22k_in1k,65.92,34.08,88.507,11.493,86.74,384,1.0,bicubic,-31.9,-11.193,14
convnext_large.fb_in22k_ft_in1k_384,65.533,34.467,87.467,12.533,197.77,384,1.0,bicubic,-32.707,-12.283,-36
vit_huge_patch14_clip_224.laion2b_ft_in1k,65.493,34.507,87.72,12.28,632.05,224,1.0,bicubic,-32.527,-12.0,-11
convnext_large.fb_in22k_ft_in1k,65.0,35.0,87.947,12.053,197.77,288,1.0,bicubic,-33.12,-11.833,-24
tf_efficientnetv2_l.in21k_ft_in1k,64.947,35.053,87.84,12.16,118.52,480,1.0,bicubic,-32.853,-11.82,11
maxvit_rmlp_base_rw_224.sw_in12k_ft_in1k,64.187,35.813,85.52,14.48,116.14,224,0.95,bicubic,-33.623,-14.13,7
vit_base_patch16_384.augreg_in21k_ft_in1k,63.693,36.307,86.693,13.307,86.86,384,1.0,bicubic,-34.147,-12.977,2
maxvit_large_tf_384.in1k,63.507,36.493,85.093,14.907,212.03,384,1.0,bicubic,-34.063,-14.577,37
maxvit_small_tf_512.in1k,62.867,37.133,86.307,13.693,69.13,512,1.0,bicubic,-34.883,-13.313,11
maxvit_base_tf_384.in1k,62.613,37.387,85.187,14.813,119.65,384,1.0,bicubic,-34.957,-14.343,32
convformer_b36.sail_in22k_ft_in1k,62.6,37.4,85.467,14.533,99.88,224,1.0,bicubic,-35.34,-14.293,-19
cait_m48_448.fb_dist_in1k,62.373,37.627,86.453,13.547,356.46,448,1.0,bicubic,-35.107,-13.147,43
convnext_base.fb_in22k_ft_in1k_384,62.36,37.64,86.24,13.76,88.59,384,1.0,bicubic,-35.72,-13.52,-33
tf_efficientnet_b6.ns_jft_in1k,62.227,37.773,85.16,14.84,43.04,528,0.942,bicubic,-35.393,-14.39,19
caformer_b36.sail_in1k_384,62.16,37.84,84.493,15.507,98.75,384,1.0,bicubic,-35.34,-15.147,37
vit_base_patch8_224.augreg2_in21k_ft_in1k,62.027,37.973,85.84,14.16,86.58,224,0.9,bicubic,-35.663,-13.81,8
convformer_s36.sail_in22k_ft_in1k_384,61.92,38.08,85.96,14.04,40.01,384,1.0,bicubic,-35.93,-13.69,-13
beitv2_base_patch16_224.in1k_ft_in22k_in1k,61.667,38.333,85.48,14.52,86.53,224,0.9,bicubic,-36.023,-14.2,5
vit_large_r50_s32_384.augreg_in21k_ft_in1k,61.493,38.507,84.027,15.973,329.09,384,1.0,bicubic,-36.367,-15.643,-17
caformer_m36.sail_in22k_ft_in1k,61.067,38.933,84.893,15.107,56.20,224,1.0,bicubic,-36.773,-14.787,-15
convnext_base.fb_in22k_ft_in1k,60.893,39.107,86.147,13.853,88.59,288,1.0,bicubic,-36.967,-13.533,-22
convnext_small.in12k_ft_in1k_384,60.733,39.267,84.96,15.04,50.22,384,1.0,bicubic,-37.067,-14.81,-12
convnext_large_mlp.clip_laion2b_augreg_ft_in1k,60.547,39.453,86.293,13.707,200.13,256,1.0,bicubic,-37.403,-13.417,-35
deit3_large_patch16_384.fb_in1k,60.533,39.467,85.733,14.267,304.76,384,1.0,bicubic,-36.887,-13.837,36
caformer_m36.sail_in1k_384,60.533,39.467,84.76,15.24,56.20,384,1.0,bicubic,-36.907,-14.88,35
tf_efficientnet_b5.ns_jft_in1k,60.293,39.707,84.453,15.547,30.39,456,0.934,bicubic,-37.207,-15.127,22
vit_base_patch16_clip_384.openai_ft_in12k_in1k,60.227,39.773,84.613,15.387,86.86,384,0.95,bicubic,-37.963,-15.047,-64
coatnet_rmlp_2_rw_224.sw_in12k_ft_in1k,59.973,40.027,83.76,16.24,73.88,224,0.95,bicubic,-37.677,-15.88,-3
vit_large_patch14_clip_224.laion2b_ft_in1k,59.947,40.053,85.667,14.333,304.20,224,1.0,bicubic,-37.943,-13.983,-34
coatnet_2_rw_224.sw_in12k_ft_in1k,59.533,40.467,84.213,15.787,73.87,224,0.95,bicubic,-37.987,-15.387,13
tf_efficientnetv2_m.in21k_ft_in1k,59.413,40.587,84.573,15.427,54.14,480,1.0,bicubic,-38.407,-15.027,-26
maxxvitv2_rmlp_base_rw_224.sw_in12k_ft_in1k,59.16,40.84,84.48,15.52,116.09,224,0.95,bicubic,-38.6,-15.22,-19
vit_base_patch16_clip_384.laion2b_ft_in12k_in1k,59.147,40.853,83.28,16.72,86.86,384,1.0,bicubic,-38.843,-16.38,-50
vit_base_patch8_224.augreg_in21k_ft_in1k,58.96,41.04,82.733,17.267,86.58,224,0.9,bicubic,-38.61,-16.857,2
maxvit_tiny_tf_512.in1k,58.8,41.2,84.573,15.427,31.05,512,1.0,bicubic,-38.78,-14.987,0
tiny_vit_21m_512.dist_in22k_ft_in1k,58.733,41.267,83.693,16.307,21.27,512,1.0,bicubic,-39.137,-15.937,-41
caformer_s18.sail_in22k_ft_in1k_384,58.64,41.36,85.347,14.653,26.34,384,1.0,bicubic,-38.78,-14.273,23
tiny_vit_21m_384.dist_in22k_ft_in1k,58.32,41.68,83.653,16.347,21.23,384,1.0,bicubic,-39.29,-15.937,-8
convnext_base.clip_laion2b_augreg_ft_in12k_in1k_384,58.253,41.747,85.48,14.52,88.59,384,1.0,bicubic,-39.787,-14.21,-60
cait_m36_384.fb_dist_in1k,57.84,42.16,84.84,15.16,271.22,384,1.0,bicubic,-39.56,-14.67,22
dm_nfnet_f5.dm_in1k,57.64,42.36,82.267,17.733,377.21,544,0.954,bicubic,-40.14,-17.493,-32
dm_nfnet_f6.dm_in1k,57.56,42.44,82.36,17.64,438.36,576,0.956,bicubic,-40.22,-17.29,-34
caformer_s36.sail_in1k_384,57.347,42.653,82.787,17.213,39.30,384,1.0,bicubic,-40.043,-16.753,20
deit3_base_patch16_224.fb_in22k_ft_in1k,57.267,42.733,83.52,16.48,86.59,224,1.0,bicubic,-40.213,-16.03,3
convnext_base.clip_laiona_augreg_ft_in1k_384,57.08,42.92,84.773,15.227,88.59,384,1.0,bicubic,-40.54,-14.807,-19
deit3_small_patch16_384.fb_in22k_ft_in1k,57.08,42.92,83.067,16.933,22.21,384,1.0,bicubic,-40.05,-16.443,55
dm_nfnet_f4.dm_in1k,56.707,43.293,81.76,18.24,316.07,512,0.951,bicubic,-40.933,-17.78,-26
maxvit_small_tf_384.in1k,56.6,43.4,82.293,17.707,69.02,384,1.0,bicubic,-40.83,-17.217,4
convformer_m36.sail_in22k_ft_in1k,55.88,44.12,81.813,18.187,57.05,224,1.0,bicubic,-41.72,-17.807,-23
caformer_s36.sail_in22k_ft_in1k,55.813,44.187,82.133,17.867,39.30,224,1.0,bicubic,-41.787,-17.587,-23
vit_large_patch16_224.augreg_in21k_ft_in1k,55.573,44.427,80.107,19.893,304.33,224,0.9,bicubic,-42.057,-19.483,-31
convformer_b36.sail_in1k_384,55.453,44.547,81.293,18.707,99.88,384,1.0,bicubic,-42.077,-18.227,-18
vit_base_patch16_clip_384.openai_ft_in1k,55.0,45.0,82.613,17.387,86.86,384,1.0,bicubic,-42.54,-17.047,-20
vit_base_r50_s16_384.orig_in21k_ft_in1k,54.627,45.373,81.213,18.787,98.95,384,1.0,bicubic,-42.563,-18.347,37
cait_s36_384.fb_dist_in1k,54.36,45.64,81.373,18.627,68.37,384,1.0,bicubic,-42.97,-18.167,10
deit3_huge_patch14_224.fb_in1k,54.32,45.68,82.093,17.907,632.13,224,0.9,bicubic,-42.58,-17.127,82
vit_base_patch16_clip_384.laion2b_ft_in1k,54.267,45.733,80.88,19.12,86.86,384,1.0,bicubic,-43.453,-18.75,-48
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,54.173,45.827,81.64,18.36,39.03,384,0.95,bicubic,-43.267,-17.96,-11
beitv2_base_patch16_224.in1k_ft_in1k,53.813,46.187,81.853,18.147,86.53,224,0.9,bicubic,-43.357,-17.617,29
dm_nfnet_f3.dm_in1k,53.773,46.227,79.813,20.187,254.92,416,0.94,bicubic,-43.697,-19.747,-20
convformer_m36.sail_in1k_384,53.547,46.453,80.733,19.267,57.05,384,1.0,bicubic,-43.863,-18.867,-9
deit3_base_patch16_384.fb_in1k,53.427,46.573,80.547,19.453,86.88,384,1.0,bicubic,-43.613,-18.833,50
convnext_small.in12k_ft_in1k,53.24,46.76,81.4,18.6,50.22,288,1.0,bicubic,-44.11,-18.18,-4
convnext_small.fb_in22k_ft_in1k_384,52.427,47.573,80.813,19.187,50.22,384,1.0,bicubic,-45.183,-18.787,-48
convnext_base.clip_laion2b_augreg_ft_in12k_in1k,52.32,47.68,82.48,17.52,88.59,256,1.0,bicubic,-45.28,-17.13,-47
vit_base_patch32_clip_448.laion2b_ft_in12k_in1k,52.32,47.68,79.747,20.253,88.34,448,1.0,bicubic,-44.99,-19.733,-5
maxvit_tiny_tf_384.in1k,52.08,47.92,79.813,20.187,30.98,384,1.0,bicubic,-45.23,-19.687,-7
tf_efficientnet_b4.ns_jft_in1k,51.253,48.747,79.173,20.827,19.34,380,0.922,bicubic,-45.697,-20.087,53
efficientnet_b5.sw_in12k_ft_in1k,51.213,48.787,78.84,21.16,30.39,448,1.0,bicubic,-46.197,-20.71,-23
flexivit_large.1200ep_in1k,51.2,48.8,80.667,19.333,304.36,240,0.95,bicubic,-46.21,-18.803,-27
eva02_small_patch14_336.mim_in22k_ft_in1k,51.2,48.8,79.12,20.88,22.13,336,1.0,bicubic,-45.94,-20.35,16
convnext_small.fb_in22k_ft_in1k,51.067,48.933,80.92,19.08,50.22,288,1.0,bicubic,-46.293,-18.61,-22
mvitv2_large.fb_in1k,50.867,49.133,78.493,21.507,217.99,224,0.9,bicubic,-46.063,-20.907,50
beit_base_patch16_224.in22k_ft_in22k_in1k,50.72,49.28,79.733,20.267,86.53,224,0.9,bicubic,-46.36,-19.877,21
tf_efficientnetv2_l.in1k,50.693,49.307,77.613,22.387,118.52,480,1.0,bicubic,-46.777,-21.917,-41
vit_base_patch16_384.orig_in21k_ft_in1k,50.653,49.347,78.2,21.8,86.86,384,1.0,bicubic,-46.067,-21.28,78
convformer_s36.sail_in1k_384,50.333,49.667,78.893,21.107,40.01,384,1.0,bicubic,-46.947,-20.577,-14
convnext_tiny.in12k_ft_in1k_384,50.32,49.68,79.8,20.2,28.59,384,1.0,bicubic,-47.02,-19.8,-26
flexivit_large.600ep_in1k,50.253,49.747,80.013,19.987,304.36,240,0.95,bicubic,-47.027,-19.417,-23
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,50.12,49.88,78.04,21.96,86.57,224,0.95,bicubic,-47.33,-21.5,-45
convformer_s18.sail_in22k_ft_in1k_384,50.067,49.933,80.973,19.027,26.77,384,1.0,bicubic,-47.203,-18.577,-18
vit_base_patch16_224.augreg2_in21k_ft_in1k,49.827,50.173,78.96,21.04,86.57,224,0.9,bicubic,-47.323,-20.49,-1
vit_base_patch16_clip_224.openai_ft_in12k_in1k,49.8,50.2,77.12,22.88,86.57,224,0.95,bicubic,-47.73,-22.38,-61
cait_s24_384.fb_dist_in1k,49.733,50.267,78.76,21.24,47.06,384,1.0,bicubic,-47.337,-20.67,16
inception_next_base.sail_in1k_384,49.693,50.307,79.133,20.867,86.67,384,1.0,bicubic,-47.567,-20.357,-21
deit_base_distilled_patch16_384.fb_in1k,49.333,50.667,79.227,20.773,87.63,384,1.0,bicubic,-47.627,-20.253,28
caformer_s18.sail_in1k_384,49.147,50.853,78.693,21.307,26.34,384,1.0,bicubic,-47.933,-20.797,11
tf_efficientnet_b8.ra_in1k,48.933,51.067,77.227,22.773,87.41,672,0.954,bicubic,-48.267,-22.273,-14
deit3_large_patch16_224.fb_in1k,48.627,51.373,78.107,21.893,304.37,224,0.9,bicubic,-48.313,-21.153,27
caformer_b36.sail_in1k,48.533,51.467,75.667,24.333,98.75,224,1.0,bicubic,-48.447,-23.823,19
flexivit_large.300ep_in1k,48.52,51.48,78.653,21.347,304.36,240,0.95,bicubic,-48.73,-20.837,-29
convnext_base.clip_laion2b_augreg_ft_in1k,48.453,51.547,79.827,20.173,88.59,256,1.0,bicubic,-48.787,-19.693,-28
tf_efficientnetv2_s.in21k_ft_in1k,48.453,51.547,77.867,22.133,21.46,384,1.0,bicubic,-48.277,-21.463,54
deit3_medium_patch16_224.fb_in22k_ft_in1k,48.16,51.84,77.027,22.973,38.85,224,1.0,bicubic,-48.81,-22.403,15
vit_base_patch32_clip_384.laion2b_ft_in12k_in1k,47.96,52.04,76.853,23.147,88.30,384,1.0,bicubic,-49.4,-22.667,-51
regnetz_e8.ra3_in1k,47.8,52.2,76.2,23.8,57.70,320,1.0,bicubic,-49.4,-23.34,-27
convnext_tiny.in12k_ft_in1k,47.507,52.493,78.747,21.253,28.59,288,1.0,bicubic,-49.553,-20.803,-1
convformer_s36.sail_in22k_ft_in1k,47.44,52.56,77.107,22.893,40.01,224,1.0,bicubic,-49.64,-22.453,-9
vit_base_patch16_clip_224.openai_ft_in1k,47.2,52.8,77.533,22.467,86.57,224,0.9,bicubic,-49.88,-22.077,-8
tf_efficientnet_b8.ap_in1k,46.893,53.107,76.533,23.467,87.41,672,0.954,bicubic,-50.217,-22.977,-22
convnext_large.fb_in1k,46.813,53.187,76.627,23.373,197.77,288,1.0,bicubic,-50.287,-22.823,-20
dm_nfnet_f2.dm_in1k,46.64,53.36,74.813,25.187,193.78,352,0.92,bicubic,-50.47,-24.847,-23
efficientnetv2_rw_m.agc_in1k,46.293,53.707,75.72,24.28,53.24,416,1.0,bicubic,-50.687,-23.62,-2
caformer_m36.sail_in1k,46.08,53.92,74.533,25.467,56.20,224,1.0,bicubic,-50.81,-24.897,13
vit_small_patch16_384.augreg_in21k_ft_in1k,45.893,54.107,76.72,23.28,22.20,384,1.0,bicubic,-50.807,-22.71,40
vit_small_r26_s32_384.augreg_in21k_ft_in1k,45.72,54.28,76.04,23.96,36.47,384,1.0,bicubic,-50.96,-23.04,48
tf_efficientnet_b7.ap_in1k,45.373,54.627,74.2,25.8,66.35,600,0.949,bicubic,-51.827,-25.3,-47
tiny_vit_21m_224.dist_in22k_ft_in1k,45.027,54.973,75.547,24.453,21.20,224,0.95,bicubic,-52.173,-23.943,-48
coatnet_rmlp_1_rw2_224.sw_in12k_ft_in1k,44.787,55.213,73.747,26.253,41.72,224,0.95,bicubic,-51.843,-25.473,51
maxxvit_rmlp_small_rw_256.sw_in1k,44.6,55.4,75.04,24.96,66.01,256,0.95,bicubic,-52.2,-24.34,11
cait_xs24_384.fb_dist_in1k,43.947,56.053,75.16,24.84,26.67,384,1.0,bicubic,-52.593,-24.26,62
mvitv2_base.fb_in1k,43.747,56.253,74.507,25.493,51.47,224,0.9,bicubic,-53.013,-24.753,12
caformer_s18.sail_in22k_ft_in1k,43.333,56.667,74.96,25.04,26.34,224,1.0,bicubic,-53.377,-24.59,18
vit_base_patch16_224.augreg_in21k_ft_in1k,43.267,56.733,72.907,27.093,86.57,224,0.9,bicubic,-53.613,-26.623,-10
vit_base_patch32_clip_384.openai_ft_in12k_in1k,43.107,56.893,73.253,26.747,88.30,384,0.95,bicubic,-54.003,-26.247,-53
edgenext_base.in21k_ft_in1k,43.04,56.96,75.44,24.56,18.51,320,1.0,bicubic,-53.69,-23.98,5
coatnet_rmlp_2_rw_224.sw_in1k,43.04,56.96,71.693,28.307,73.88,224,0.95,bicubic,-53.5,-27.607,55
tf_efficientnet_b7.ra_in1k,42.973,57.027,73.147,26.853,66.35,600,0.949,bicubic,-54.027,-26.373,-38
tf_efficientnetv2_m.in1k,42.813,57.187,72.6,27.4,54.14,480,1.0,bicubic,-54.397,-26.93,-74
vit_medium_patch16_gap_256.sw_in12k_ft_in1k,42.707,57.293,74.307,25.693,38.86,256,0.95,bicubic,-53.963,-25.063,23
dm_nfnet_f1.dm_in1k,42.547,57.453,71.56,28.44,132.63,320,0.91,bicubic,-54.483,-28.08,-44
gcvit_base.in1k,42.44,57.56,73.773,26.227,90.32,224,0.875,bicubic,-54.12,-25.377,39
maxvit_rmlp_small_rw_224.sw_in1k,42.227,57.773,72.387,27.613,64.90,224,0.9,bicubic,-54.353,-26.863,35
convformer_s18.sail_in1k_384,42.12,57.88,74.453,25.547,26.77,384,1.0,bicubic,-54.92,-24.937,-51
maxvit_base_tf_224.in1k,41.987,58.013,70.08,29.92,119.47,224,0.95,bicubic,-54.963,-29.5,-39
convnext_base.fb_in1k,41.947,58.053,73.987,26.013,88.59,288,1.0,bicubic,-54.883,-25.463,-22
maxvit_large_tf_224.in1k,41.88,58.12,68.653,31.347,211.79,224,0.95,bicubic,-55.08,-30.737,-46
vit_large_r50_s32_224.augreg_in21k_ft_in1k,41.64,58.36,70.227,29.773,328.99,224,0.9,bicubic,-55.15,-29.113,-23
vit_base_patch16_clip_224.laion2b_ft_in1k,41.613,58.387,73.627,26.373,86.57,224,1.0,bicubic,-55.517,-25.833,-80
deit3_small_patch16_224.fb_in22k_ft_in1k,41.2,58.8,71.893,28.107,22.06,224,1.0,bicubic,-55.46,-27.437,5
maxvit_rmlp_tiny_rw_256.sw_in1k,41.173,58.827,71.187,28.813,29.15,256,0.95,bicubic,-55.247,-28.193,46
convnext_tiny.fb_in22k_ft_in1k_384,41.053,58.947,72.533,27.467,28.59,384,1.0,bicubic,-56.027,-26.977,-76
caformer_s36.sail_in1k,41.04,58.96,70.893,29.107,39.30,224,1.0,bicubic,-55.65,-28.467,-8
davit_base.msft_in1k,40.88,59.12,72.747,27.253,87.95,224,0.95,bicubic,-56.06,-26.593,-54
tf_efficientnet_b6.ap_in1k,40.827,59.173,71.627,28.373,43.04,528,0.942,bicubic,-56.253,-27.793,-81
flexivit_base.1200ep_in1k,40.64,59.36,72.307,27.693,86.59,240,0.95,bicubic,-56.1,-27.053,-28
convformer_b36.sail_in1k,40.453,59.547,69.44,30.56,99.88,224,1.0,bicubic,-56.447,-30.04,-50
deit3_small_patch16_384.fb_in1k,40.333,59.667,70.333,29.667,22.21,384,1.0,bicubic,-55.867,-28.957,77
deit_base_patch16_384.fb_in1k,40.187,59.813,70.813,29.187,86.86,384,1.0,bicubic,-55.973,-28.427,86
flexivit_base.600ep_in1k,39.92,60.08,71.893,28.107,86.59,240,0.95,bicubic,-56.73,-27.437,-10
regnetz_d8.ra3_in1k,39.907,60.093,71.707,28.293,23.37,320,1.0,bicubic,-56.713,-27.803,-5
flexivit_base.300ep_in1k,39.533,60.467,71.0,29.0,86.59,240,0.95,bicubic,-57.067,-28.53,-4
gcvit_small.in1k,39.4,60.6,70.48,29.52,51.09,224,0.875,bicubic,-56.88,-28.66,53
regnetz_d8_evos.ch_in1k,39.36,60.64,71.427,28.573,23.46,320,1.0,bicubic,-57.21,-28.033,0
deit3_base_patch16_224.fb_in1k,39.173,60.827,70.933,29.067,86.59,224,0.9,bicubic,-57.127,-28.247,47
mvitv2_small.fb_in1k,38.773,61.227,70.413,29.587,34.87,224,0.9,bicubic,-57.597,-28.787,29
davit_small.msft_in1k,38.12,61.88,70.747,29.253,49.75,224,0.95,bicubic,-58.51,-28.413,-25
tf_efficientnet_b7.aa_in1k,38.12,61.88,69.32,30.68,66.35,600,0.949,bicubic,-58.42,-29.94,-5
focalnet_base_srf.ms_in1k,37.827,62.173,69.747,30.253,88.15,224,0.9,bicubic,-58.733,-29.483,-10
focalnet_base_lrf.ms_in1k,37.787,62.213,68.573,31.427,88.75,224,0.9,bicubic,-58.663,-30.727,10
convformer_m36.sail_in1k,37.76,62.24,67.28,32.72,57.05,224,1.0,bicubic,-58.92,-32.3,-34
maxvit_small_tf_224.in1k,37.56,62.44,67.947,32.053,68.93,224,0.95,bicubic,-59.13,-31.423,-42
fastvit_ma36.apple_dist_in1k,37.493,62.507,71.053,28.947,44.07,256,0.95,bicubic,-59.287,-28.277,-69
