model,top1,top1_err,top5,top5_err,param_count,img_size,crop_pct,interpolation,top1_diff,top5_diff,rank_diff
maxxvitv2_rmlp_base_rw_384.sw_in12k_ft_in1k,77.71,22.29,94.33,5.67,116.09,384,1.0,bicubic,-9.754,-4.044,-15
maxvit_rmlp_base_rw_224.sw_in12k_ft_in1k,77.69,22.31,94.07,5.93,116.14,224,0.95,bicubic,-9.204,-3.944,8
tf_efficientnetv2_xl.in21k_ft_in1k,77.63,22.37,93.96,6.04,208.12,512,1.0,bicubic,-9.118,-4.054,16
tf_efficientnetv2_l.in21k_ft_in1k,77.58,22.42,94.28,5.72,118.52,480,1.0,bicubic,-9.222,-3.856,11
caformer_s36.sail_in22k_ft_in1k_384,77.54,22.46,94.07,5.93,39.30,384,1.0,bicubic,-9.318,-4.142,7
caformer_b36.sail_in1k_384,77.49,22.51,93.53,6.47,98.75,384,1.0,bicubic,-8.918,-4.284,32
convnext_base.clip_laiona_augreg_ft_in1k_384,77.48,22.52,93.96,6.04,88.59,384,1.0,bicubic,-9.022,-4.008,22
maxvit_base_tf_512.in1k,77.44,22.56,93.97,6.03,119.88,512,1.0,bicubic,-9.162,-3.948,14
caformer_m36.sail_in22k_ft_in1k,77.44,22.56,93.59,6.41,56.20,224,1.0,bicubic,-9.154,-4.434,16
convnext_large.fb_in22k_ft_in1k_384,77.42,22.58,94.2,5.8,197.77,384,1.0,bicubic,-10.052,-4.186,-26
vit_base_patch16_clip_384.laion2b_ft_in1k,77.32,22.68,93.86,6.14,86.86,384,1.0,bicubic,-9.298,-4.148,8
maxvit_large_tf_512.in1k,77.3,22.7,93.79,6.21,212.33,512,1.0,bicubic,-9.226,-4.09,12
tf_efficientnet_b6.ns_jft_in1k,77.29,22.71,93.89,6.11,43.04,528,0.942,bicubic,-9.168,-4.0,17
convformer_b36.sail_in22k_ft_in1k,77.27,22.73,93.97,6.03,99.88,224,1.0,bicubic,-9.728,-4.202,-15
convnext_base.clip_laion2b_augreg_ft_in12k_in1k_384,77.18,22.82,94.17,5.83,88.59,384,1.0,bicubic,-9.954,-4.052,-25
caformer_m36.sail_in1k_384,77.16,22.84,93.63,6.37,56.20,384,1.0,bicubic,-9.006,-4.19,28
maxvit_large_tf_384.in1k,77.13,22.87,93.46,6.54,212.03,384,1.0,bicubic,-9.1,-4.228,21
beitv2_base_patch16_224.in1k_ft_in22k_in1k,77.12,22.88,94.02,5.98,86.53,224,0.9,bicubic,-9.354,-4.032,8
vit_large_r50_s32_384.augreg_in21k_ft_in1k,77.07,22.93,93.71,6.29,329.09,384,1.0,bicubic,-9.112,-4.212,21
coatnet_rmlp_2_rw_224.sw_in12k_ft_in1k,77.01,22.99,93.32,6.68,73.88,224,0.95,bicubic,-9.494,-4.574,-1
vit_base_patch16_clip_384.openai_ft_in1k,76.96,23.04,93.75,6.25,86.86,384,1.0,bicubic,-9.246,-4.126,15
convformer_m36.sail_in22k_ft_in1k_384,76.96,23.04,93.69,6.31,57.05,384,1.0,bicubic,-9.932,-4.426,-21
beit_base_patch16_384.in22k_ft_in22k_in1k,76.93,23.07,93.91,6.09,86.74,384,1.0,bicubic,-9.87,-4.226,-18
tf_efficientnetv2_m.in21k_ft_in1k,76.89,23.11,93.64,6.36,54.14,480,1.0,bicubic,-9.102,-4.304,30
vit_base_patch16_clip_384.openai_ft_in12k_in1k,76.87,23.13,93.78,6.22,86.86,384,0.95,bicubic,-10.156,-4.402,-34
cait_m48_448.fb_dist_in1k,76.87,23.13,93.38,6.62,356.46,448,1.0,bicubic,-9.622,-4.372,-5
tf_efficientnet_b5.ns_jft_in1k,76.83,23.17,93.58,6.42,30.39,456,0.934,bicubic,-9.258,-4.176,19
maxvit_base_tf_384.in1k,76.79,23.21,93.44,6.56,119.65,384,1.0,bicubic,-9.512,-4.358,2
convnext_large.fb_in22k_ft_in1k,76.75,23.25,93.71,6.29,197.77,288,1.0,bicubic,-10.276,-4.494,-39
tiny_vit_21m_512.dist_in22k_ft_in1k,76.71,23.29,93.47,6.53,21.27,512,1.0,bicubic,-9.748,-4.414,-8
deit3_large_patch16_384.fb_in1k,76.69,23.31,93.35,6.65,304.76,384,1.0,bicubic,-9.122,-4.248,32
convnext_base.fb_in22k_ft_in1k_384,76.65,23.35,93.7,6.3,88.59,384,1.0,bicubic,-10.146,-4.564,-29
convnext_xlarge.fb_in22k_ft_in1k,76.63,23.37,93.86,6.14,350.20,288,1.0,bicubic,-10.7,-4.468,-55
beitv2_base_patch16_224.in1k_ft_in1k,76.63,23.37,92.93,7.07,86.53,224,0.9,bicubic,-8.964,-4.576,43
coatnet_2_rw_224.sw_in12k_ft_in1k,76.62,23.38,93.38,6.62,73.87,224,0.95,bicubic,-9.944,-4.516,-22
vit_base_patch8_224.augreg2_in21k_ft_in1k,76.59,23.41,93.34,6.66,86.58,224,0.9,bicubic,-9.628,-4.492,-5
caformer_s36.sail_in22k_ft_in1k,76.58,23.42,93.62,6.38,39.30,224,1.0,bicubic,-9.21,-4.206,25
caformer_s36.sail_in1k_384,76.55,23.45,93.45,6.55,39.30,384,1.0,bicubic,-9.192,-4.222,28
deit3_base_patch16_224.fb_in22k_ft_in1k,76.53,23.47,93.57,6.43,86.59,224,1.0,bicubic,-9.17,-4.176,29
maxxvitv2_rmlp_base_rw_224.sw_in12k_ft_in1k,76.53,23.47,93.37,6.63,116.09,224,0.95,bicubic,-10.112,-4.65,-35
dm_nfnet_f6.dm_in1k,76.51,23.49,93.34,6.66,438.36,576,0.956,bicubic,-9.852,-4.556,-17
maxvit_small_tf_512.in1k,76.5,23.5,93.36,6.64,69.13,512,1.0,bicubic,-9.584,-4.404,0
vit_base_patch16_384.augreg_in21k_ft_in1k,76.49,23.51,93.76,6.24,86.86,384,1.0,bicubic,-9.504,-4.242,5
tiny_vit_21m_384.dist_in22k_ft_in1k,76.47,23.53,93.13,6.87,21.23,384,1.0,bicubic,-9.638,-4.58,-5
convformer_m36.sail_in1k_384,76.37,23.63,93.1,6.9,57.05,384,1.0,bicubic,-9.21,-4.442,28
convformer_s36.sail_in22k_ft_in1k_384,76.36,23.64,93.53,6.47,40.01,384,1.0,bicubic,-10.018,-4.454,-26
convformer_m36.sail_in22k_ft_in1k,76.36,23.64,93.45,6.55,57.05,224,1.0,bicubic,-9.788,-4.4,-10
convnext_small.in12k_ft_in1k_384,76.34,23.66,93.42,6.58,50.22,384,1.0,bicubic,-9.842,-4.502,-17
cait_m36_384.fb_dist_in1k,76.33,23.67,93.06,6.94,271.22,384,1.0,bicubic,-9.728,-4.67,-6
vit_large_patch16_224.augreg_in21k_ft_in1k,76.3,23.7,93.61,6.39,304.33,224,0.9,bicubic,-9.536,-4.054,4
convnext_base.clip_laion2b_augreg_ft_in12k_in1k,76.29,23.71,93.81,6.19,88.59,256,1.0,bicubic,-10.08,-4.174,-30
cait_s36_384.fb_dist_in1k,76.22,23.78,92.96,7.04,68.37,384,1.0,bicubic,-9.234,-4.518,27
dm_nfnet_f4.dm_in1k,76.15,23.85,93.05,6.95,316.07,512,0.951,bicubic,-9.686,-4.768,0
maxvit_small_tf_384.in1k,76.12,23.88,92.61,7.39,69.02,384,1.0,bicubic,-9.42,-4.852,18
flexivit_large.1200ep_in1k,76.1,23.9,93.01,6.99,304.36,240,0.95,bicubic,-9.544,-4.53,12
tf_efficientnet_b8.ap_in1k,76.09,23.91,92.73,7.27,87.41,672,0.954,bicubic,-9.274,-4.562,32
tf_efficientnet_b7.ap_in1k,76.08,23.92,92.97,7.03,66.35,600,0.949,bicubic,-9.044,-4.282,48
convformer_b36.sail_in1k_384,76.07,23.93,92.72,7.28,99.88,384,1.0,bicubic,-9.67,-4.804,2
maxvit_tiny_tf_512.in1k,76.06,23.94,93.16,6.84,31.05,512,1.0,bicubic,-9.604,-4.424,5
flexivit_large.600ep_in1k,76.05,23.95,92.96,7.04,304.36,240,0.95,bicubic,-9.49,-4.528,10
tf_efficientnetv2_l.in1k,76.0,24.0,93.07,6.93,118.52,480,1.0,bicubic,-9.664,-4.404,3
vit_base_patch8_224.augreg_in21k_ft_in1k,75.97,24.03,93.37,6.63,86.58,224,0.9,bicubic,-9.828,-4.42,-9
flexivit_large.300ep_in1k,75.94,24.06,92.65,7.35,304.36,240,0.95,bicubic,-9.348,-4.75,25
convnext_base.fb_in22k_ft_in1k,75.93,24.07,93.58,6.42,88.59,288,1.0,bicubic,-10.344,-4.512,-45
convnext_base.clip_laion2b_augreg_ft_in1k,75.84,24.16,93.21,6.79,88.59,256,1.0,bicubic,-10.318,-4.47,-37
dm_nfnet_f3.dm_in1k,75.79,24.21,92.91,7.09,254.92,416,0.94,bicubic,-9.896,-4.66,-6
eva02_small_patch14_336.mim_in22k_ft_in1k,75.79,24.21,92.82,7.18,22.13,336,1.0,bicubic,-9.928,-4.814,-9
convformer_s36.sail_in1k_384,75.78,24.22,93.09,6.91,40.01,384,1.0,bicubic,-9.598,-4.386,13
deit3_huge_patch14_224.fb_in1k,75.78,24.22,92.74,7.26,632.13,224,0.9,bicubic,-9.444,-4.62,24
caformer_b36.sail_in1k,75.74,24.26,92.69,7.31,98.75,224,1.0,bicubic,-9.764,-4.62,-1
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,75.71,24.29,92.77,7.23,86.57,224,0.95,bicubic,-10.46,-4.986,-48
tf_efficientnet_b4.ns_jft_in1k,75.69,24.31,93.05,6.95,19.34,380,0.922,bicubic,-9.47,-4.418,26
caformer_s18.sail_in22k_ft_in1k_384,75.68,24.32,93.51,6.49,26.34,384,1.0,bicubic,-9.734,-4.192,1
efficientnet_b5.sw_in12k_ft_in1k,75.68,24.32,93.04,6.96,30.39,448,1.0,bicubic,-10.216,-4.696,-31
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,75.66,24.34,92.98,7.02,39.03,384,0.95,bicubic,-9.87,-4.656,-9
dm_nfnet_f5.dm_in1k,75.61,24.39,92.78,7.22,377.21,544,0.954,bicubic,-10.49,-4.908,-51
caformer_m36.sail_in1k,75.6,24.4,92.4,7.6,56.20,224,1.0,bicubic,-9.632,-4.8,9
vit_base_patch16_clip_224.openai_ft_in1k,75.59,24.41,92.96,7.04,86.57,224,0.9,bicubic,-9.702,-4.476,2
vit_base_r50_s16_384.orig_in21k_ft_in1k,75.57,24.43,92.79,7.21,98.95,384,1.0,bicubic,-9.406,-4.5,33
deit_base_distilled_patch16_384.fb_in1k,75.55,24.45,92.5,7.5,87.63,384,1.0,bicubic,-9.874,-4.906,-11
inception_next_base.sail_in1k_384,75.53,24.47,92.56,7.44,86.67,384,1.0,bicubic,-9.672,-4.854,10
regnetz_e8.ra3_in1k,75.51,24.49,92.69,7.31,57.70,320,1.0,bicubic,-9.524,-4.582,26
cait_s24_384.fb_dist_in1k,75.5,24.5,92.61,7.39,47.06,384,1.0,bicubic,-9.548,-4.736,24
convformer_s36.sail_in22k_ft_in1k,75.48,24.52,93.19,6.81,40.01,224,1.0,bicubic,-9.934,-4.378,-13
vit_base_patch16_clip_224.openai_ft_in12k_in1k,75.46,24.54,92.75,7.25,86.57,224,0.95,bicubic,-10.482,-4.978,-49
vit_base_patch32_clip_448.laion2b_ft_in12k_in1k,75.42,24.58,92.71,7.29,88.34,448,1.0,bicubic,-10.36,-4.928,-42
beit_base_patch16_224.in22k_ft_in22k_in1k,75.39,24.61,93.02,6.98,86.53,224,0.9,bicubic,-9.822,-4.638,-2
tf_efficientnetv2_m.in1k,75.38,24.62,92.76,7.24,54.14,480,1.0,bicubic,-9.824,-4.604,-3
tf_efficientnet_b6.ap_in1k,75.38,24.62,92.44,7.56,43.04,528,0.942,bicubic,-9.408,-4.698,34
vit_base_patch16_224.augreg2_in21k_ft_in1k,75.36,24.64,93.23,6.77,86.57,224,0.9,bicubic,-9.734,-4.3,7
mvitv2_large.fb_in1k,75.27,24.73,92.36,7.64,217.99,224,0.9,bicubic,-9.974,-4.854,-13
dm_nfnet_f2.dm_in1k,75.26,24.74,92.45,7.55,193.78,352,0.92,bicubic,-9.932,-4.896,-6
caformer_s18.sail_in1k_384,75.21,24.79,92.7,7.3,26.34,384,1.0,bicubic,-9.816,-4.658,9
convnext_small.fb_in22k_ft_in1k_384,75.16,24.84,93.06,6.94,50.22,384,1.0,bicubic,-10.618,-4.83,-53
efficientnetv2_rw_m.agc_in1k,75.15,24.85,92.57,7.43,53.24,416,1.0,bicubic,-9.66,-4.582,23
vit_base_patch16_clip_224.laion2b_ft_in1k,75.12,24.88,92.7,7.3,86.57,224,1.0,bicubic,-10.35,-4.876,-39
deit3_large_patch16_224.fb_in1k,75.12,24.88,92.28,7.72,304.37,224,0.9,bicubic,-9.654,-4.756,23
deit3_small_patch16_384.fb_in22k_ft_in1k,75.09,24.91,92.81,7.19,22.21,384,1.0,bicubic,-9.734,-4.676,17
vit_base_patch32_clip_384.laion2b_ft_in12k_in1k,75.09,24.91,92.58,7.42,88.30,384,1.0,bicubic,-10.276,-5.08,-30
tiny_vit_21m_224.dist_in22k_ft_in1k,75.07,24.93,92.59,7.41,21.20,224,0.95,bicubic,-10.016,-4.776,-6
maxvit_tiny_tf_384.in1k,75.02,24.98,92.45,7.55,30.98,384,1.0,bicubic,-10.08,-4.928,-11
convformer_b36.sail_in1k,74.98,25.02,91.6,8.4,99.88,224,1.0,bicubic,-9.838,-5.346,13
convnext_small.in12k_ft_in1k,74.96,25.04,92.52,7.48,50.22,288,1.0,bicubic,-10.37,-5.026,-34
tf_efficientnet_b8.ra_in1k,74.92,25.08,92.33,7.67,87.41,672,0.954,bicubic,-10.448,-5.064,-38
deit3_base_patch16_384.fb_in1k,74.8,25.2,92.24,7.76,86.88,384,1.0,bicubic,-10.274,-5.034,-11
convnext_tiny.in12k_ft_in1k_384,74.73,25.27,92.81,7.19,28.59,384,1.0,bicubic,-10.392,-4.796,-21
tf_efficientnet_b7.ra_in1k,74.73,25.27,92.22,7.78,66.35,600,0.949,bicubic,-10.202,-4.988,-4
deit3_medium_patch16_224.fb_in22k_ft_in1k,74.69,25.31,92.47,7.53,38.85,224,1.0,bicubic,-9.86,-4.718,19
convnext_large.fb_in1k,74.65,25.35,91.97,8.03,197.77,288,1.0,bicubic,-10.196,-5.244,1
convformer_s18.sail_in1k_384,74.64,25.36,92.48,7.52,26.77,384,1.0,bicubic,-9.762,-4.632,42
caformer_s36.sail_in1k,74.64,25.36,92.08,7.92,39.30,224,1.0,bicubic,-9.866,-4.916,23
tf_efficientnet_b5.ap_in1k,74.59,25.41,91.99,8.01,30.39,456,0.934,bicubic,-9.668,-4.984,50
maxvit_large_tf_224.in1k,74.58,25.42,91.7,8.3,211.79,224,0.95,bicubic,-10.362,-5.27,-13
vit_medium_patch16_gap_256.sw_in12k_ft_in1k,74.57,25.43,91.96,8.04,38.86,256,0.95,bicubic,-9.876,-5.25,26
dm_nfnet_f1.dm_in1k,74.56,25.44,92.17,7.83,132.63,320,0.91,bicubic,-10.142,-5.012,1
convformer_s18.sail_in22k_ft_in1k_384,74.55,25.45,92.76,7.24,26.77,384,1.0,bicubic,-10.448,-4.81,-20
maxxvit_rmlp_small_rw_256.sw_in1k,74.52,25.48,92.0,8.0,66.01,256,0.95,bicubic,-10.104,-5.068,2
convnext_small.fb_in22k_ft_in1k,74.49,25.51,92.7,7.3,50.22,288,1.0,bicubic,-10.772,-4.982,-52
davit_base.msft_in1k,74.49,25.51,91.75,8.25,87.95,224,0.95,bicubic,-10.152,-5.27,-3
fastvit_ma36.apple_dist_in1k,74.48,25.52,91.96,8.04,44.07,256,0.95,bicubic,-10.118,-5.042,0
gcvit_base.in1k,74.48,25.52,91.77,8.23,90.32,224,0.875,bicubic,-9.964,-5.312,18
coatnet_rmlp_1_rw2_224.sw_in12k_ft_in1k,74.46,25.54,91.64,8.36,41.72,224,0.95,bicubic,-10.45,-5.318,-21
tf_efficientnetv2_s.in21k_ft_in1k,74.44,25.56,92.5,7.5,21.46,384,1.0,bicubic,-9.846,-4.752,30
maxvit_rmlp_small_rw_224.sw_in1k,74.4,25.6,91.39,8.61,64.90,224,0.9,bicubic,-10.092,-5.62,6
caformer_s18.sail_in22k_ft_in1k,74.38,25.62,92.5,7.5,26.34,224,1.0,bicubic,-9.694,-4.698,49
convformer_m36.sail_in1k,74.38,25.62,91.48,8.52,57.05,224,1.0,bicubic,-10.114,-5.386,2
flexivit_base.1200ep_in1k,74.35,25.65,91.8,8.2,86.59,240,0.95,bicubic,-10.326,-5.194,-14
maxvit_base_tf_224.in1k,74.29,25.71,91.76,8.24,119.47,224,0.95,bicubic,-10.57,-5.228,-28
mvitv2_base.fb_in1k,74.22,25.78,91.65,8.35,51.47,224,0.9,bicubic,-10.23,-5.208,1
convformer_s36.sail_in1k,74.21,25.79,91.23,8.77,40.01,224,1.0,bicubic,-9.85,-5.516,42
convnext_tiny.in12k_ft_in1k,74.2,25.8,92.69,7.31,28.59,288,1.0,bicubic,-10.25,-4.65,-3
coatnet_rmlp_2_rw_224.sw_in1k,74.18,25.82,91.3,8.7,73.88,224,0.95,bicubic,-10.428,-5.44,-21
cait_xs24_384.fb_dist_in1k,74.17,25.83,91.93,8.07,26.67,384,1.0,bicubic,-9.892,-4.954,36
efficientnetv2_rw_s.ra2_in1k,74.16,25.84,91.71,8.29,23.94,384,1.0,bicubic,-9.646,-5.022,63
vit_base_patch16_384.orig_in21k_ft_in1k,74.12,25.88,92.36,7.64,86.86,384,1.0,bicubic,-10.08,-4.858,20
flexivit_base.600ep_in1k,74.12,25.88,91.75,8.25,86.59,240,0.95,bicubic,-10.404,-5.186,-19
flexivit_base.300ep_in1k,74.12,25.88,91.39,8.61,86.59,240,0.95,bicubic,-10.286,-5.494,4
vit_large_r50_s32_224.augreg_in21k_ft_in1k,74.11,25.89,92.39,7.61,328.99,224,0.9,bicubic,-10.308,-4.782,-4
convnext_base.fb_in1k,74.11,25.89,91.71,8.29,88.59,288,1.0,bicubic,-10.318,-5.258,-5
inception_next_base.sail_in1k,74.08,25.92,91.38,8.62,86.67,224,0.95,bicubic,-10.012,-5.416,22
vit_base_patch32_clip_384.openai_ft_in12k_in1k,74.05,25.95,92.41,7.59,88.30,384,0.95,bicubic,-11.164,-4.994,-82
vit_base_patch16_224_miil.in21k_ft_in1k,74.04,25.96,91.7,8.3,86.54,224,0.875,bilinear,-10.226,-5.104,3
tf_efficientnet_b7.aa_in1k,74.03,25.97,91.87,8.13,66.35,600,0.949,bicubic,-10.386,-5.038,-9
vit_base_patch16_224.augreg_in21k_ft_in1k,74.01,25.99,92.47,7.53,86.57,224,0.9,bicubic,-10.522,-4.824,-33
tf_efficientnetv2_s.in1k,73.99,26.01,91.54,8.46,21.46,384,1.0,bicubic,-9.908,-5.156,32
regnetz_d32.ra3_in1k,73.96,26.04,91.95,8.05,27.58,320,0.95,bicubic,-10.062,-4.918,22
tf_efficientnet_b6.aa_in1k,73.89,26.11,91.75,8.25,43.04,528,0.942,bicubic,-10.222,-5.134,2
edgenext_base.usi_in1k,73.88,26.12,91.76,8.24,18.51,320,1.0,bicubic,-10.078,-5.01,16
deit3_small_patch16_224.fb_in22k_ft_in1k,73.85,26.15,91.97,8.03,22.06,224,1.0,bicubic,-9.226,-4.806,113
tf_efficientnet_b3.ns_jft_in1k,73.85,26.15,91.86,8.14,12.23,300,0.904,bicubic,-10.202,-5.058,6
maxvit_rmlp_tiny_rw_256.sw_in1k,73.83,26.17,91.44,8.56,29.15,256,0.95,bicubic,-10.394,-5.428,-12
vit_small_r26_s32_384.augreg_in21k_ft_in1k,73.79,26.21,92.3,7.7,36.47,384,1.0,bicubic,-10.258,-5.028,5
davit_small.msft_in1k,73.78,26.22,91.56,8.44,49.75,224,0.95,bicubic,-10.472,-5.38,-19
fastvit_ma36.apple_in1k,73.78,26.22,91.49,8.51,44.07,256,0.95,bicubic,-10.102,-5.252,16
maxvit_small_tf_224.in1k,73.76,26.24,91.41,8.59,68.93,224,0.95,bicubic,-10.666,-5.414,-36
regnetz_d8.ra3_in1k,73.75,26.25,92.0,8.0,23.37,320,1.0,bicubic,-10.302,-4.996,-2
